Price,Mileage,Make,Model,Trim,Type,Cylinder
18835.18976,8211,Chevrolet,Impala,Sedan 4D,Sedan,6
18727.50838,14054,Chevrolet,Impala,Sedan 4D,Sedan,6
16805.05739,19498,Chevrolet,Impala,Sedan 4D,Sedan,6
17154.57646,21567,Chevrolet,Impala,Sedan 4D,Sedan,6
16644.08787,22383,Chevrolet,Impala,Sedan 4D,Sedan,6
15951.81117,26070,Chevrolet,Impala,Sedan 4D,Sedan,6
16508.59069,27460,Chevrolet,Impala,Sedan 4D,Sedan,6
15832.51835,31202,Chevrolet,Impala,Sedan 4D,Sedan,6
15554.28313,33357,Chevrolet,Impala,Sedan 4D,Sedan,6
25948.96259,636,Chevrolet,Impala,SS Sedan 4D,Sedan,6
27714.05025,5379,Chevrolet,Impala,SS Sedan 4D,Sedan,6
25097.47325,14461,Chevrolet,Impala,SS Sedan 4D,Sedan,6
24809.04232,16111,Chevrolet,Impala,SS Sedan 4D,Sedan,6
23345.32907,22964,Chevrolet,Impala,SS Sedan 4D,Sedan,6
22894.43868,26272,Chevrolet,Impala,SS Sedan 4D,Sedan,6
22064.29219,27384,Chevrolet,Impala,SS Sedan 4D,Sedan,6
23151.54614,27940,Chevrolet,Impala,SS Sedan 4D,Sedan,6
22120.75776,28242,Chevrolet,Impala,SS Sedan 4D,Sedan,6
20294.57682,33892,Chevrolet,Impala,SS Sedan 4D,Sedan,6
18957.89004,5936,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
18950.90698,8687,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
17891.63378,17020,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
17801.22953,19386,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
16723.99388,19740,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
16744.03025,21829,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
16825.19088,23460,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
16543.98014,24583,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
16143.95729,26532,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
14914.20128,33906,Chevrolet,Malibu,LS MAXX Hback 4D,Hatchback,6
19164.61063,1480,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
18800.9589,7961,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
17458.22153,15144,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
17158.922,21417,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
16472.89765,21675,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
16993.78033,23621,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
16300.46524,25697,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
15623.20027,27476,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
15138.40082,32462,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
15233.15987,32535,Chevrolet,Malibu,LS Sedan 4D,Sedan,6
19471.97485,6608,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
18009.84603,15190,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
18273.00613,16335,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
18311.7563,17441,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
17553.75368,18451,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
18004.87041,18771,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
17663.22495,19490,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
17115.12203,24461,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
16988.30306,24905,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
16803.12275,25874,Chevrolet,Malibu,LT MAXX Hback 4D,Hatchback,6
19446.88294,932,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
17119.45757,18277,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
17316.0966,19593,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16860.87078,19883,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
17312.90715,21420,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16403.25363,23133,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16536.74388,24218,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16341.8041,25394,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16713.98469,26328,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
16295.21144,28239,Chevrolet,Malibu,LT Sedan 4D,Sedan,6
18974.92203,5632,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
18324.83193,7397,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
19581.23141,7645,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
18169.37548,14754,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
17986.22409,17488,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
17173.94232,18721,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
16456.97464,20200,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
16267.09489,21452,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
16860.09433,22841,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
16027.28649,22889,Chevrolet,Malibu,MAXX Hback 4D,Hatchback,6
17089.91883,8732,Chevrolet,Malibu,Sedan 4D,Sedan,6
17463.04608,11393,Chevrolet,Malibu,Sedan 4D,Sedan,6
17218.68575,14579,Chevrolet,Malibu,Sedan 4D,Sedan,6
17162.47826,15903,Chevrolet,Malibu,Sedan 4D,Sedan,6
16507.07027,17451,Chevrolet,Malibu,Sedan 4D,Sedan,6
16752.5144,18562,Chevrolet,Malibu,Sedan 4D,Sedan,6
16646.7708,20154,Chevrolet,Malibu,Sedan 4D,Sedan,6
15623.91976,21272,Chevrolet,Malibu,Sedan 4D,Sedan,6
15664.6249,25787,Chevrolet,Malibu,Sedan 4D,Sedan,6
15680.86443,25956,Chevrolet,Malibu,Sedan 4D,Sedan,6
18800.0931,5827,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
18910.80429,8345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
19177.41206,10414,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
18040.14401,11647,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
17685.20099,15898,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
17515.39759,18602,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
16357.99232,23491,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
16345.94375,25931,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
15797.19576,26700,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
15503.5088,33345,Chevrolet,Monte Carlo,LS Coupe 2D,Coupe,6
21745.02944,7065,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
21725.01075,13457,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
22384.11869,14788,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
20537.14172,16950,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
21233.91136,17337,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
20676.16551,18021,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
20839.14997,22152,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
20017.96843,22729,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
18876.87065,27218,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
17586.92858,39049,Chevrolet,Monte Carlo,LT Coupe 2D,Coupe,6
23573.822,12466,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
23527.7285,14948,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
22113.62802,21992,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
22470.35843,22626,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
20619.11401,24067,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
20047.95136,24665,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
21525.33901,25020,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
20382.15031,25240,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
21020.83678,25550,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
20221.80881,26223,Chevrolet,Monte Carlo,SS Coupe 2D,Coupe,6
25452.47385,11892,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
23449.30633,17273,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
23578.16486,19148,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
22525.26972,19521,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
21982.64771,20472,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
22231.56315,21929,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
22189.11597,25651,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
21765.06658,25794,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
21403.75642,27168,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
21200.69021,31197,Pontiac,Bonneville,GXP Sedan 4D,Sedan,8
19682.03501,11554,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
18678.41412,16496,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
20318.89097,17583,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
20127.04418,18419,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
19751.04143,20510,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
17844.73077,21121,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
18856.01869,22423,Pontiac,Bonneville,SE Sedan 4D,Sedan,6
